# Generated by `bun run inventory:ids --tsv` (POD-360). One row per site, each with its
# PER-SITE OWNER. Consequence classes (object-literal-field, comparison) are reproducible
# from the script and not snapshotted — the flip enumerates them via type errors.
# Control characters are ESCAPED, so this file never goes binary.
file	line	kind	owner	name	ownerReason	text
apps/daemon/src/git-capture.test.ts	9	composite-key	C-stringly-on-purpose	join( )	composite key over non-entity values (paths/display/cursors) — not a branded id	args.join(' ')
apps/daemon/src/git-capture.ts	19	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/daemon/src/handoff-package.test.ts	488	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/daemon/src/handoff-package.ts	162	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/daemon/src/handoff-package.ts	163	ts-property	A-schema-flip	repoId	type member; gains the brand with its schema	repoId: string
apps/daemon/src/handoff-package.ts	320	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/daemon/src/handoff-package.ts	327	ts-property	A-schema-flip	repoId	type member; gains the brand with its schema	repoId: string
apps/daemon/src/handoff-package.ts	329	ts-property	A-schema-flip	issueId	type member; gains the brand with its schema	issueId?: string
apps/daemon/src/handoff-package.ts	330	ts-property	A-schema-flip	sourceMachineId	type member; gains the brand with its schema	sourceMachineId: string
apps/daemon/src/handoff-package.ts	419	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/daemon/src/handoff-package.ts	463	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/daemon/src/headless-drivers.ts	44	ts-property	A-schema-flip	harnessSessionId	type member; gains the brand with its schema	harnessSessionId: string
apps/daemon/src/headless-drivers.ts	68	ts-property	A-schema-flip	turnId	type member; gains the brand with its schema	turnId?: string
apps/daemon/src/headless-drivers.ts	353	ts-property	A-schema-flip	thread_id	type member; gains the brand with its schema	thread_id?: string
apps/daemon/src/headless-drivers.ts	354	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id?: string;
apps/daemon/src/hook-ingest.test.ts	16	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/daemon/src/hook-ingest.test.ts	119	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/daemon/src/identity.test.ts	28	ts-property	A-schema-flip	machineId	type member; gains the brand with its schema	machineId: string
apps/daemon/src/identity.ts	13	ts-property	A-schema-flip	machineId	type member; gains the brand with its schema	machineId: string
apps/daemon/src/identity.ts	28	ts-property	A-schema-flip	machineId	type member; gains the brand with its schema	machineId?: string;
apps/daemon/src/mail-injector.ts	92	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string;
apps/daemon/src/mail-injector.ts	97	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string;
apps/daemon/src/mail-injector.ts	98	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id?: unknown
apps/daemon/src/memory-breakdown.ts	18	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/daemon/src/quota-claude.ts	87	composite-key	C-stringly-on-purpose	join(:)	composite key over non-entity values (paths/display/cursors) — not a branded id	[keyPart(kind ?? group ?? 'limit'), ...scope.keys].filter(Boolean).join(':')
apps/daemon/src/quota-claude.ts	91	composite-key	C-stringly-on-purpose	baseKey+occurrence	composite key over non-entity values (paths/display/cursors) — not a branded id	`${baseKey}:${occurrence}`
apps/daemon/src/quota-codex.ts	77	ts-property	A-schema-flip	account_id	type member; gains the brand with its schema	account_id?: string
apps/daemon/src/session-observers.ts	140	ts-property	A-schema-flip	providerSessionId	type member; gains the brand with its schema	providerSessionId: string
apps/daemon/src/session-observers.ts	143	ts-property	A-schema-flip	bootstrapTransitionId	type member; gains the brand with its schema	bootstrapTransitionId: string
apps/daemon/src/session-observers.ts	225	composite-key	B-helper-adoption	join(\u0000)	ad-hoc composite key; adopts a typed key helper	[\u000a observation.podiumSessionId,\u000a observation.observerGeneration,\u000a observation.bindingVersion,\u000a observation.transitionId,\u000a ].join('\u…
apps/daemon/src/session-observers.ts	293	composite-key	B-helper-adoption	join(\u0000)	ad-hoc composite key; adopts a typed key helper	[msg.sessionId, msg.observerGeneration, bindingVersion, msg.transitionId].join(\u000a '\u0000',\u000a )
apps/daemon/src/usage-scan.ts	51	composite-key	C-stringly-on-purpose	hour+model	composite key over non-entity values (paths/display/cursors) — not a branded id	`${hour}|${rec.model}`
apps/daemon/src/workspace-package.ts	49	ts-property	A-schema-flip	fetchId	type member; gains the brand with its schema	fetchId: string
apps/daemon/src/workspace-package.ts	52	ts-property	A-schema-flip	repoId	type member; gains the brand with its schema	repoId: string
apps/daemon/src/workspace-package.ts	53	ts-property	A-schema-flip	sourceMachineId	type member; gains the brand with its schema	sourceMachineId: string
apps/daemon/src/workspace-package.ts	112	ts-property	A-schema-flip	fetchId	type member; gains the brand with its schema	fetchId: string
apps/daemon/src/worktree-resolve.test.ts	148	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/daemon/src/worktree-resolve.test.ts	444	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/daemon/src/worktree-resolve.test.ts	466	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/daemon/src/worktree-resolve.test.ts	570	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/daemon/src/worktree-resolve.test.ts	616	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/daemon/src/worktree-resolve.ts	130	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/janitor/src/janitor.ts	105	ts-property	A-schema-flip	generationId	type member; gains the brand with its schema	generationId?: string
apps/janitor/src/janitor.ts	545	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/janitor/src/janitor.ts	546	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/janitor/src/janitor.ts	599	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/janitor/src/janitor.ts	620	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/janitor/src/janitor.ts	646	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: number
apps/janitor/src/janitor.ts	799	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/janitor/src/janitor.ts	823	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/janitor/src/janitor.ts	863	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/janitor/src/janitor.ts	920	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string;
apps/mobile/app/session/[sessionId]/terminal.tsx	9	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/mobile/src/client/MobileClientProvider.tsx	74	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/mobile/src/client/MobileClientProvider.tsx	75	ts-property	A-schema-flip	issueId	type member; gains the brand with its schema	issueId: string
apps/mobile/src/client/MobileClientProvider.tsx	101	ts-property	A-schema-flip	focusSessionIds	type member; gains the brand with its schema	focusSessionIds: string[]
apps/mobile/src/client/demoData.ts	22	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/mobile/src/client/trpc.ts	28	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: number
apps/mobile/src/client/trpc.ts	36	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/mobile/src/client/trpc.ts	38	ts-property	A-schema-flip	originSessionId	type member; gains the brand with its schema	originSessionId?: string
apps/mobile/src/client/trpc.ts	41	ts-property	A-schema-flip	podiumSessionId	type member; gains the brand with its schema	podiumSessionId?: string
apps/mobile/src/client/trpc.ts	43	ts-property	A-schema-flip	harnessSessionId	type member; gains the brand with its schema	harnessSessionId?: string
apps/mobile/src/client/trpc.ts	63	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/mobile/src/client/trpc.ts	66	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/mobile/src/client/trpc.ts	66	ts-property	A-schema-flip	mutationId	type member; gains the brand with its schema	mutationId?: string
apps/mobile/src/client/trpc.ts	68	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/mobile/src/client/trpc.ts	74	ts-property	A-schema-flip	threadId	type member; gains the brand with its schema	threadId: string
apps/mobile/src/client/trpc.ts	76	ts-property	A-schema-flip	threadId	type member; gains the brand with its schema	threadId: string
apps/mobile/src/client/trpc.ts	77	ts-property	A-schema-flip	threadId	type member; gains the brand with its schema	threadId: string
apps/mobile/src/client/trpc.ts	80	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/mobile/src/client/trpc.ts	89	ts-property	A-schema-flip	mutationId	type member; gains the brand with its schema	mutationId?: string
apps/mobile/src/client/trpc.ts	94	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string;
apps/mobile/src/client/trpc.ts	96	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/mobile/src/client/trpc.ts	98	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string;
apps/mobile/src/client/trpc.ts	98	ts-property	A-schema-flip	mutationId	type member; gains the brand with its schema	mutationId?: string
apps/mobile/src/client/trpc.ts	100	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/mobile/src/client/trpc.ts	114	ts-property	A-schema-flip	mutationId	type member; gains the brand with its schema	mutationId?: string
apps/mobile/src/client/trpc.ts	117	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/mobile/src/client/trpc.ts	120	ts-property	A-schema-flip	mutationId	type member; gains the brand with its schema	mutationId?: string
apps/mobile/src/client/trpc.ts	123	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/mobile/src/client/trpc.ts	125	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/mobile/src/components/TranscriptList.tsx	56	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/mobile/src/components/TranscriptList.tsx	261	tagged-identity	A-consequence	key=pending:	React render key — sibling-scoped, no injectivity requirement; a brand is still a string	`pending:${turn.id}`
apps/mobile/src/lib/screening.ts	26	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/mobile/src/lib/screening.ts	27	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/mobile/src/lib/screening.ts	28	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string;
apps/mobile/src/lib/screening.ts	112	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string;
apps/mobile/src/lib/superagent-transcript.test.ts	79	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string;
apps/mobile/src/lib/superagent-transcript.test.ts	103	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string;
apps/mobile/src/screens/IssueScreen.tsx	18	ts-property	A-schema-flip	issueId	type member; gains the brand with its schema	issueId: string | string[]
apps/mobile/src/screens/NewSessionScreen.tsx	34	ts-property	A-schema-flip	issueId	type member; gains the brand with its schema	issueId?: string | string[]
apps/mobile/src/screens/ProposalScreeningScreen.tsx	27	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/mobile/src/screens/SessionScreen.tsx	40	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string | string[]
apps/mobile/src/terminal/TerminalPane.native.tsx	3	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/mobile/src/terminal/TerminalPane.web.tsx	36	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/mobile/src/theme/issueColors.ts	31	ts-property	A-schema-flip	parentId	type member; gains the brand with its schema	parentId?: string | null
apps/server/src/accounts.ts	44	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/server/src/agent-relay-e2e.test.ts	31	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string;
apps/server/src/agent-relay-e2e.test.ts	32	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/server/src/approvals-relay-e2e.test.ts	63	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/server/src/approvals-relay-e2e.test.ts	95	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/server/src/cloud-runtime.ts	26	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/server/src/cloud-runtime.ts	30	ts-property	A-schema-flip	machineId	type member; gains the brand with its schema	machineId?: string | undefined
apps/server/src/cloud-runtime.ts	34	ts-property	A-schema-flip	tenantId	type member; gains the brand with its schema	tenantId: string
apps/server/src/cloud-runtime.ts	42	ts-property	A-schema-flip	tenantId	type member; gains the brand with its schema	tenantId: string
apps/server/src/cloud-runtime.ts	46	ts-property	A-schema-flip	issueId	type member; gains the brand with its schema	issueId?: string | undefined
apps/server/src/cloud-runtime.ts	52	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/server/src/cloud-runtime.ts	54	ts-property	A-schema-flip	tenantId	type member; gains the brand with its schema	tenantId: string
apps/server/src/cloud-runtime.ts	58	ts-property	A-schema-flip	machineId	type member; gains the brand with its schema	machineId: string
apps/server/src/codex-auth.ts	29	ts-property	A-schema-flip	account_id	type member; gains the brand with its schema	account_id?: string
apps/server/src/codex-auth.ts	38	ts-property	A-schema-flip	accountId	type member; gains the brand with its schema	accountId: string
apps/server/src/features.ts	24	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/server/src/file-asset-route.ts	6	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/server/src/file-asset-route.ts	6	ts-property	A-schema-flip	machineId	type member; gains the brand with its schema	machineId?: string;
apps/server/src/issue-commands.test.ts	325	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/server/src/issue-commands.test.ts	339	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/server/src/issue-commands.test.ts	463	object-literal-field	E-attribution	coordinatorSessionId	names who acted; gains an on-behalf-of UserId in POD-1075	coordinatorSessionId: 'sess-a'
apps/server/src/issue-lifecycle-authz-transports.test.ts	15	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/server/src/issue-lifecycle-authz-transports.test.ts	16	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/server/src/issue-lifecycle-authz-transports.test.ts	17	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/server/src/issue-lifecycle-authz-transports.test.ts	18	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/server/src/issue-lifecycle-authz-transports.test.ts	19	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/server/src/issue-lifecycle-authz-transports.test.ts	20	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/server/src/issue-lifecycle-authz-transports.test.ts	21	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/server/src/issue-lifecycle-authz-transports.test.ts	22	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/server/src/issue-lifecycle-authz-transports.test.ts	23	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/server/src/issue-lifecycle-authz-transports.test.ts	24	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/server/src/issue-util.test.ts	52	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/server/src/issue-util.ts	73	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/server/src/issues.answer-question.test.ts	18	ts-property	E-attribution	actorSessionId	names who acted; gains an on-behalf-of UserId in POD-1075	actorSessionId?: string
apps/server/src/issues.answer-question.test.ts	55	object-literal-field	E-attribution	actorSessionId	names who acted; gains an on-behalf-of UserId in POD-1075	actorSessionId: opts.actorSessionId
apps/server/src/issues.answer-question.test.ts	126	object-literal-field	E-attribution	actorSessionId	names who acted; gains an on-behalf-of UserId in POD-1075	actorSessionId: 'sess_self'
apps/server/src/issues.answer-question.test.ts	144	object-literal-field	E-attribution	actorSessionId	names who acted; gains an on-behalf-of UserId in POD-1075	actorSessionId: 'sess_me'
apps/server/src/issues.ledger.test.ts	145	ts-property	A-schema-flip	parentId	type member; gains the brand with its schema	parentId?: string
apps/server/src/issues.test.ts	428	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string;
apps/server/src/issues.test.ts	901	tagged-identity	B-helper-adoption	spawnedBy=issue:	tag+id in one string; the tag is a closed vocabulary living unparsed	`issue:${created.id}`
apps/server/src/issues.test.ts	1086	tagged-identity	B-helper-adoption	spawnedBy=issue:	tag+id in one string; the tag is a closed vocabulary living unparsed	`issue:${a.id}`
apps/server/src/issues.test.ts	1140	tagged-identity	B-helper-adoption	spawnedBy=issue:	tag+id in one string; the tag is a closed vocabulary living unparsed	`issue:${a.id}`
apps/server/src/issues.test.ts	1165	tagged-identity	B-helper-adoption	spawnedBy=issue:	tag+id in one string; the tag is a closed vocabulary living unparsed	`issue:${a.id}`
apps/server/src/issues.test.ts	1169	tagged-identity	B-helper-adoption	spawnedBy=issue:	tag+id in one string; the tag is a closed vocabulary living unparsed	`issue:${a.id}`
apps/server/src/issues.test.ts	3030	object-literal-field	E-attribution	actorSessionId	names who acted; gains an on-behalf-of UserId in POD-1075	actorSessionId: '/wt'
apps/server/src/linear.ts	69	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string;
apps/server/src/linear.ts	102	ts-property	A-schema-flip	issueId	type member; gains the brand with its schema	issueId: string;
apps/server/src/linear.ts	105	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string;
apps/server/src/linear.ts	105	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/server/src/linear.ts	112	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string;
apps/server/src/linear.ts	112	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/server/src/llm.ts	16	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/server/src/llm.ts	26	ts-property	A-schema-flip	toolCallId	type member; gains the brand with its schema	toolCallId: string;
apps/server/src/llm.ts	257	ts-property	A-schema-flip	call_id	type member; gains the brand with its schema	call_id?: string
apps/server/src/llm.ts	347	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id?: string;
apps/server/src/llm.ts	431	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id?: string;
apps/server/src/mcp-route.ts	24	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id?: string | number | null
apps/server/src/migrations/schema.ts	22	sql-column	C-stringly-on-purpose	id	storage boundary — a brand is a TS construct; the column stays TEXT unless POD-361 adopts drizzle $type<>()	id: text().primaryKey()
apps/server/src/migrations/schema.ts	27	sql-column	C-stringly-on-purpose	accountId	storage boundary — a brand is a TS construct; the column stays TEXT unless POD-361 adopts drizzle $type<>()	accountId: text("account_id")
apps/server/src/migrations/schema.ts	31	sql-column	C-stringly-on-purpose	conversationId	storage boundary — a brand is a TS construct; the column stays TEXT unless POD-361 adopts drizzle $type<>()	conversationId: text("conversation_id")
apps/server/src/migrations/schema.ts	43	sql-column	D-delete-not-brand	machineId	'__local__' placeholder — POD-318 deletes it; branding would freeze it into the type system	machineId: text("machine_id").default("__local__").notNull()
apps/server/src/migrations/schema.ts	49	sql-column	C-stringly-on-purpose	issueId	storage boundary — a brand is a TS construct; the column stays TEXT unless POD-361 adopts drizzle $type<>()	issueId: text("issue_id")
apps/server/src/migrations/schema.ts	54	sql-column	C-stringly-on-purpose	deletedByIssueId	storage boundary — a brand is a TS construct; the column stays TEXT unless POD-361 adopts drizzle $type<>()	deletedByIssueId: text("deleted_by_issue_id")
apps/server/src/migrations/schema.ts	56	sql-column	C-stringly-on-purpose	workflowRunId	storage boundary — a brand is a TS construct; the column stays TEXT unless POD-361 adopts drizzle $type<>()	workflowRunId: text("workflow_run_id")
apps/server/src/migrations/schema.ts	57	sql-column	C-stringly-on-purpose	workflowStepId	storage boundary — a brand is a TS construct; the column stays TEXT unless POD-361 adopts drizzle $type<>()	workflowStepId: text("workflow_step_id")
apps/server/src/migrations/schema.ts	58	sql-column	C-stringly-on-purpose	executionProfileId	storage boundary — a brand is a TS construct; the column stays TEXT unless POD-361 adopts drizzle $type<>()	executionProfileId: text("execution_profile_id")
apps/server/src/migrations/schema.ts	60	sql-column	C-stringly-on-purpose	refIssueId	storage boundary — a brand is a TS construct; the column stays TEXT unless POD-361 adopts drizzle $type<>()	refIssueId: text("ref_issue_id")
apps/server/src/migrations/schema.ts	76	sql-column	C-stringly-on-purpose	sessionId	storage boundary — a brand is a TS construct; the column stays TEXT unless POD-361 adopts drizzle $type<>()	sessionId: text("session_id").primaryKey()
apps/server/src/migrations/schema.ts	79	sql-column	C-stringly-on-purpose	providerSessionId	storage boundary — a brand is a TS construct; the column stays TEXT unless POD-361 adopts drizzle $type<>()	providerSessionId: text("provider_session_id")
apps/server/src/migrations/schema.ts	87	sql-column	C-stringly-on-purpose	sessionId	storage boundary — a brand is a TS construct; the column stays TEXT unless POD-361 adopts drizzle $type<>()	sessionId: text("session_id").primaryKey().references(() => sessionObservationCheckpoints.sessionId, { onDelete: "cascade" })
apps/server/src/migrations/schema.ts	89	sql-column	C-stringly-on-purpose	fromProviderSessionId	storage boundary — a brand is a TS construct; the column stays TEXT unless POD-361 adopts drizzle $type<>()	fromProviderSessionId: text("from_provider_session_id")
